,time,uterus
123,19.943543,24.789098
124,20.070572,24.789098
125,20.197601,24.789098
126,20.324629,24.789098
127,20.451658,24.789098
128,20.578687,24.789098
129,20.705716,24.789098
130,20.832745,24.789098
131,20.959774,24.789098
132,21.086803,24.789098
133,21.213832,24.789098
134,21.340861,24.789098
135,21.46789,24.789098
136,21.594919,24.789098
137,21.721948,24.789098
138,21.848977,24.789098
139,21.976006,24.789098
140,22.103035,24.789098
141,22.230064,24.789098
142,22.357092,24.789098
143,22.484121,24.789098
144,22.61115,24.789098
145,22.738179,24.789098
146,22.865208,24.789098
147,22.992237,24.789098
148,23.119266,24.789098
149,23.246295,24.789098
150,23.373324,24.789098
151,23.500353,24.789098
152,23.627382,24.789098
153,23.754411,24.659312
154,23.88144,24.659312
155,24.008469,24.269955
156,24.135498,24.269955
157,24.262526,24.140169
158,24.389555,24.140169
159,24.516584,24.140169
160,24.643613,24.140169
161,24.770642,23.880597
162,24.897671,23.880597
163,25.0247,23.491239
164,25.151729,23.491239
165,25.278758,23.361454
166,25.405787,23.361454
167,25.532816,23.361454
168,25.659845,23.361454
169,25.786874,23.361454
170,25.913903,23.361454
171,26.040932,23.361454
172,26.16796,23.361454
173,26.294989,23.361454
174,26.422018,23.361454
175,26.549047,23.361454
176,26.676076,23.361454
177,26.803105,23.361454
178,26.930134,23.361454
179,27.057163,23.231668
180,27.184192,23.231668
181,27.311221,22.582738
182,27.43825,22.582738
183,27.565279,22.582738
184,27.692308,22.582738
185,27.819337,22.323167
186,27.946366,22.323167
187,28.073394,22.193381
188,28.200423,22.193381
189,28.327452,22.193381
190,28.454481,22.193381
191,28.58151,22.193381
192,28.708539,22.193381
193,28.835568,22.193381
194,28.962597,22.193381
195,29.089626,22.193381
196,29.216655,22.193381
197,29.343684,22.193381
198,29.470713,22.193381
199,29.597742,22.193381
200,29.724771,22.193381
201,29.8518,22.193381
202,29.978829,22.193381
203,30.105857,22.193381
204,30.232886,22.193381
205,30.359915,21.674238
206,30.486944,21.674238
207,30.613973,21.414666
208,30.741002,21.414666
209,30.868031,21.414666
210,30.99506,21.414666
211,31.122089,20.895522
212,31.249118,20.895522
213,31.376147,20.635951
214,31.503176,20.635951
215,36.203246,17.975341
216,36.330275,17.975341
217,36.457304,17.975341
218,36.584333,17.975341
219,36.711362,17.975341
220,36.838391,17.975341
221,36.96542,17.975341
222,37.092449,17.975341
223,37.219478,17.910448
224,37.346507,17.910448
225,37.473536,17.910448
226,37.600565,17.910448
227,37.727594,17.910448
228,37.854622,17.910448
229,37.981651,17.910448
230,38.10868,17.910448
231,38.235709,17.650876
232,38.362738,17.650876
233,38.489767,17.261518
234,38.616796,17.261518
235,38.743825,17.131733
236,38.870854,17.131733
237,38.997883,17.131733
238,39.124912,17.131733
239,39.251941,17.131733
240,39.37897,17.131733
241,39.505999,17.131733
242,39.633028,17.131733
243,39.760056,17.131733
244,39.887085,17.131733
245,40.014114,17.131733
246,40.141143,17.131733
247,40.268172,17.131733
248,40.395201,17.131733
249,40.52223,17.131733
250,40.649259,17.131733
251,40.776288,17.131733
252,40.903317,17.131733
253,41.030346,17.131733
254,41.157375,17.131733
255,41.284404,17.131733
256,41.411433,17.131733
257,41.538462,17.131733
258,41.66549,17.131733
259,41.792519,17.131733
260,41.919548,17.131733
261,42.046577,17.131733
262,42.173606,17.131733
263,42.300635,17.131733
264,42.427664,17.131733
265,42.554693,16.742375
266,42.681722,16.742375
267,42.808751,16.742375
268,42.93578,16.742375
269,43.062809,16.353018
270,43.189838,16.353018
271,43.316867,15.96366
272,43.443896,15.96366
273,43.570924,15.96366
274,43.697953,15.96366
275,43.824982,15.96366
276,43.952011,15.96366
277,44.07904,15.96366
278,44.206069,15.96366
279,44.333098,15.96366
280,44.460127,15.96366
281,44.587156,15.96366
282,44.714185,15.96366
283,44.841214,15.96366
284,44.968243,15.96366
285,45.095272,15.96366
286,45.222301,15.96366
287,45.34933,15.96366
288,45.476359,15.96366
289,45.603387,15.96366
290,45.730416,15.96366
291,45.857445,15.96366
292,45.984474,15.96366
293,46.111503,15.96366
294,46.238532,15.96366
295,46.365561,15.96366
296,46.49259,15.96366
297,46.619619,15.96366
298,46.746648,15.96366
299,46.873677,15.96366
300,47.000706,15.96366
301,47.127735,15.96366
302,47.254764,15.96366
303,47.381793,15.96366
304,47.508821,15.96366
305,47.63585,15.96366
306,47.762879,15.96366
307,47.889908,15.96366
308,48.016937,15.96366
309,48.143966,15.96366
310,48.270995,15.96366
311,48.398024,15.96366
312,48.525053,15.96366
313,48.652082,15.96366
314,48.779111,15.96366
315,48.90614,15.96366
316,49.033169,15.96366
317,49.160198,15.96366
318,49.287227,15.96366
319,49.414255,15.96366
320,49.541284,15.96366
321,49.668313,15.96366
322,49.795342,15.96366
323,49.922371,15.96366
324,50.0494,15.96366
325,50.176429,15.96366
326,50.303458,15.96366
327,50.430487,15.96366
328,50.557516,15.96366
329,50.684545,15.96366
330,50.811574,15.96366
331,50.938603,15.96366
332,51.065632,15.96366
333,51.192661,15.96366
334,51.319689,15.96366
335,51.446718,15.96366
336,51.573747,15.96366
337,51.700776,15.96366
338,51.827805,15.96366
339,51.954834,15.96366
340,52.081863,15.96366
341,52.208892,15.96366
342,52.335921,15.898767
343,52.46295,15.314731
344,52.589979,15.249838
345,52.717008,15.184945
346,52.844037,15.120052
347,52.971066,15.055159
348,53.098095,14.990266
349,53.225124,14.925373
350,53.352152,14.925373
351,53.479181,14.925373
352,53.60621,14.925373
353,53.733239,14.925373
354,53.860268,14.925373
355,53.987297,14.925373
356,54.114326,14.925373
357,54.241355,14.925373
358,54.368384,14.925373
359,54.495413,14.925373
360,54.622442,14.925373
361,54.749471,14.925373
362,54.8765,14.925373
363,55.003529,14.925373
364,55.130558,14.925373
365,55.257586,14.925373
366,55.384615,14.925373
367,55.511644,14.925373
368,55.638673,14.925373
369,55.765702,14.925373
370,55.892731,14.925373
371,56.01976,14.925373
372,56.146789,14.925373
373,56.273818,14.925373
374,56.400847,14.925373
375,56.527876,14.925373
376,56.654905,20.960415
377,56.781934,94.808566
378,56.908963,94.808566
379,57.035992,94.808566
380,57.16302,94.808566
381,57.290049,94.808566
382,57.417078,94.808566
383,57.544107,94.808566
384,57.671136,94.808566
385,57.798165,14.925373
386,57.925194,14.925373
387,58.052223,14.925373
388,58.179252,14.925373
389,58.306281,14.925373
390,58.43331,14.925373
391,58.560339,14.925373
392,58.687368,14.925373
393,58.814397,14.925373
394,58.941426,14.925373
395,59.068454,14.925373
396,59.195483,14.925373
397,59.322512,14.925373
398,59.449541,14.925373
399,59.57657,14.925373
400,59.703599,14.925373
401,59.830628,14.925373
402,59.957657,14.795587
403,60.084686,14.795587
404,60.211715,14.795587
405,60.338744,14.795587
406,60.465773,14.795587
407,60.592802,14.795587
408,60.719831,14.795587
409,60.84686,14.795587
410,60.973888,14.665801
411,61.100917,14.665801
412,61.227946,14.40623
413,61.354975,14.40623
414,61.482004,14.016872
415,61.609033,14.016872
416,61.736062,14.016872
417,61.863091,14.016872
418,61.99012,14.016872
419,62.117149,14.016872
420,62.244178,14.016872
421,62.371207,14.016872
422,62.498236,14.016872
423,62.625265,14.016872
424,62.752294,14.211551
425,62.879323,14.276444
426,63.006351,14.276444
427,63.13338,14.276444
428,63.260409,20.700844
429,63.387438,20.700844
430,63.514467,21.219987
431,63.641496,21.219987
432,63.768525,31.92732
433,63.895554,37.443219
434,64.022583,37.508112
435,64.149612,45.100584
436,64.276641,45.165477
437,64.40367,48.929267
438,64.530699,48.929267
439,64.657728,48.929267
440,64.784757,48.929267
441,64.911785,48.929267
442,65.038814,48.929267
443,65.165843,48.929267
444,65.292872,48.929267
445,65.419901,48.929267
446,65.54693,48.929267
447,65.673959,48.929267
448,65.800988,48.929267
449,65.928017,43.802726
450,66.055046,43.802726
451,66.182075,43.543154
452,66.309104,43.543154
453,66.436133,42.115509
454,66.563162,42.115509
455,66.690191,34.717716
456,66.817219,34.717716
457,66.944248,30.953926
458,67.071277,27.903958
459,67.198306,27.903958
460,67.325335,27.903958
461,67.452364,27.839066
462,67.579393,25.438027
463,67.706422,25.373134
464,67.833451,22.84231
465,67.96048,22.777417
466,68.087509,17.975341
467,68.214538,17.975341
468,68.341567,17.975341
469,68.468596,17.975341
470,68.595625,23.361454
471,68.722653,23.361454
472,68.849682,27.125243
473,68.976711,27.125243
474,69.10374,32.38157
475,69.230769,32.38157
476,69.357798,38.870863
477,69.484827,48.864374
478,69.611856,48.929267
479,69.738885,48.929267
480,69.865914,48.929267
481,69.992943,57.689812
482,70.119972,57.689812
483,70.247001,61.453602
484,70.37403,61.453602
485,70.501059,61.583387
486,70.628088,61.583387
487,70.755116,61.583387
488,70.882145,61.583387
489,71.009174,61.583387
490,71.136203,61.583387
491,71.263232,61.583387
492,71.390261,61.583387
493,71.51729,57.689812
494,71.644319,57.689812
495,71.771348,55.87281
496,71.898377,55.87281
497,72.025406,54.704737
498,72.152435,54.704737
499,72.279464,54.31538
500,72.406493,54.31538
501,72.533522,44.970798
502,72.66055,44.970798
503,72.787579,38.870863
504,72.914608,38.286827
505,73.041637,38.221934
506,73.168666,31.92732
507,73.295695,31.862427
508,73.422724,27.514601
509,73.549753,27.514601
510,73.676782,27.514601
511,73.803811,27.449708
512,73.93084,24.659312
513,74.057869,24.594419
514,74.184898,24.269955
515,74.311927,22.907203
516,74.438956,22.258274
517,74.565984,22.258274
518,74.693013,21.479559
519,74.820042,21.479559
520,79.266055,17.975341
521,79.393084,17.975341
522,79.520113,17.975341
523,79.647142,17.975341
524,79.774171,17.975341
525,79.9012,17.975341
526,80.028229,17.975341
527,80.155258,17.975341
528,80.282287,17.975341
529,80.409315,17.975341
530,80.536344,16.937054
531,80.663373,16.937054
532,80.790402,16.547696
533,80.917431,16.547696
534,81.04446,16.288125
535,81.171489,16.288125
536,81.298518,15.768981
537,81.425547,15.768981
538,81.552576,14.990266
539,81.679605,14.990266
540,81.806634,14.990266
541,81.933663,14.990266
542,82.060692,14.730694
543,82.187721,14.730694
544,82.314749,14.081765
545,82.441778,14.081765
546,82.568807,12.654121
547,82.695836,12.654121
548,82.822865,12.264763
549,82.949894,12.264763
550,83.076923,11.875406
551,83.203952,11.875406
552,83.330981,11.486048
553,83.45801,11.486048
554,83.585039,11.09669
555,83.712068,11.09669
556,83.839097,10.707333
557,83.966126,10.707333
558,85.87156,11.356262
559,85.998589,11.356262
560,86.125618,13.173264
561,86.252646,13.173264
562,86.379675,13.173264
563,86.506704,13.173264
564,86.633733,13.173264
565,86.760762,13.173264
566,86.887791,14.600909
567,87.01482,14.600909
568,87.141849,15.898767
569,87.268878,15.898767
570,87.395907,15.898767
571,87.522936,15.898767
572,87.649965,15.898767
573,87.776994,15.898767
574,87.904023,15.898767
575,88.031052,15.898767
576,88.412138,17.845555
577,88.539167,17.845555
578,88.666196,17.845555
579,88.793225,17.845555
580,88.920254,17.845555
581,89.047283,17.845555
582,89.174312,17.845555
583,89.301341,17.845555
584,89.42837,17.845555
585,89.555399,17.845555
586,89.682428,17.845555
587,89.809457,17.845555
588,89.936486,17.845555
589,90.063514,17.845555
590,90.190543,17.845555
591,90.317572,17.845555
592,90.444601,17.715769
593,90.57163,17.715769
594,90.698659,17.326411
595,90.825688,17.326411
596,90.952717,17.06684
597,91.079746,17.06684
598,91.206775,17.06684
599,91.333804,17.06684
600,91.460833,16.41791
601,91.587862,16.41791
602,91.714891,16.41791
603,91.84192,16.41791
604,91.968948,16.028553
605,92.095977,16.028553
606,92.223006,16.028553
607,92.350035,16.028553
608,92.477064,16.028553
609,92.604093,16.028553
610,92.731122,15.379624
611,92.858151,15.379624
612,92.98518,15.120052
613,93.112209,15.120052
614,93.239238,14.86048
615,93.366267,14.86048
616,93.493296,14.600909
617,93.620325,14.600909
618,93.747354,14.341337
619,93.874382,14.341337
620,94.001411,14.730694
621,94.12844,14.730694
622,94.255469,14.730694
623,94.382498,14.730694
624,94.509527,14.730694
625,94.636556,14.730694
626,94.763585,14.730694
627,94.890614,14.730694
628,95.017643,14.600909
629,95.144672,14.600909
630,95.271701,14.341337
631,95.39873,14.341337
632,95.525759,14.081765
633,95.652788,14.081765
634,95.779817,13.951979
635,95.906845,13.951979
636,96.033874,13.822193
637,96.160903,13.822193
638,96.287932,13.562622
639,96.414961,13.562622
640,96.54199,13.043478
641,96.669019,13.043478
642,96.796048,12.913692
643,96.923077,12.913692
644,97.050106,12.913692
645,97.177135,12.913692
646,97.304164,12.913692
647,97.431193,12.913692
648,97.558222,13.562622
649,97.685251,13.562622
650,97.812279,13.692408
651,97.939308,13.692408
652,98.066337,13.822193
653,98.193366,13.822193
654,98.320395,14.081765
655,98.447424,14.081765
656,98.574453,14.471123
657,98.701482,14.471123
658,98.828511,14.86048
659,98.95554,14.86048
660,99.082569,14.86048
661,99.209598,14.86048
662,99.336627,14.86048
663,99.463656,14.86048
664,99.590685,14.86048
665,99.717713,14.86048
666,99.844742,14.86048
667,99.971771,14.86048
668,100.0988,14.730694
669,100.225829,14.730694
670,100.352858,14.730694
671,100.479887,14.730694
672,100.606916,14.730694
673,100.733945,14.730694
674,100.860974,14.211551
675,100.988003,14.211551
676,101.115032,14.211551
677,101.242061,14.211551
678,101.36909,14.081765
679,101.496119,14.081765
680,101.623147,13.951979
681,101.750176,13.951979
682,101.877205,13.822193
683,102.004234,13.822193
684,102.131263,13.432836
685,102.258292,13.432836
686,102.385321,13.043478
687,102.51235,13.043478
688,102.639379,12.913692
689,102.766408,12.913692
690,102.893437,12.913692
691,103.020466,12.913692
692,103.147495,12.264763
693,103.274524,12.264763
694,103.401553,12.134977
695,103.528582,12.134977
696,103.65561,11.875406
697,103.782639,11.875406
698,103.909668,11.74562
699,104.036697,11.74562
700,104.163726,11.74562
701,104.290755,11.74562
702,104.417784,11.74562
703,104.544813,11.74562
704,104.671842,11.74562
705,104.798871,11.74562
706,104.9259,11.74562
707,105.052929,11.74562
708,105.179958,11.74562
709,105.306987,11.74562
710,105.434016,11.74562
711,105.561044,11.74562
712,105.688073,11.74562
713,105.815102,11.74562
714,105.942131,11.356262
715,106.06916,11.291369
716,106.196189,11.09669
717,106.323218,11.031798
718,106.450247,10.707333
719,106.577276,10.64244
720,119.661256,10.64244
721,119.788285,10.64244
722,119.915314,10.64244
723,120.042343,10.64244
724,120.169372,10.64244
725,120.296401,10.64244
726,120.42343,11.550941
727,120.550459,11.550941
728,120.677488,11.680727
729,120.804517,11.680727
730,120.931546,11.680727
731,121.058574,11.680727
732,121.185603,11.680727
733,121.312632,11.680727
734,121.439661,11.680727
735,121.56669,11.680727
736,121.693719,11.680727
737,121.820748,11.680727
738,121.947777,11.550941
739,122.074806,11.550941
740,122.201835,11.291369
741,122.328864,11.291369
742,122.455893,11.031798
743,122.582922,11.031798
744,122.709951,10.902012
745,122.83698,10.902012
746,122.964008,10.902012
747,123.091037,10.902012
748,123.218066,10.902012
749,123.345095,10.902012
750,125.504587,8.176509
751,125.631616,8.176509
752,125.758645,8.176509
753,125.885674,8.176509
754,126.012703,8.176509
755,126.139732,8.176509
756,126.266761,8.176509
757,126.39379,8.176509
758,126.520819,8.176509
759,126.647848,8.176509
760,126.774876,7.916937
761,126.901905,7.916937
762,127.028934,7.397794
763,127.155963,7.397794
764,127.282992,7.138222
765,127.410021,7.138222
766,127.53705,6.748864
767,127.664079,6.748864
768,127.791108,6.619079
769,127.918137,6.619079
770,128.045166,6.619079
771,128.172195,6.619079
772,128.299224,7.008436
773,128.426253,7.008436
774,128.553282,7.268008
775,128.680311,7.268008
776,128.807339,7.397794
777,128.934368,7.397794
778,129.061397,7.397794
779,129.188426,7.397794
780,129.315455,7.397794
781,129.442484,7.397794
782,129.569513,7.397794
783,129.696542,7.397794
784,129.823571,7.397794
785,129.9506,7.397794
786,130.077629,7.397794
787,130.204658,7.397794
788,130.331687,7.397794
789,130.458716,7.397794
790,130.585745,7.397794
791,130.712773,7.397794
792,130.839802,7.397794
793,130.966831,7.397794
794,131.09386,7.397794
795,131.220889,7.397794
796,131.347918,7.397794
797,131.474947,7.397794
798,131.601976,7.397794
799,131.729005,7.397794
800,131.856034,7.397794
801,131.983063,7.397794
802,132.110092,7.397794
803,132.237121,7.397794
804,132.36415,7.397794
805,132.491179,7.397794
806,132.618207,7.397794
807,132.745236,7.397794
808,132.872265,8.176509
809,132.999294,8.176509
810,133.126323,10.772226
811,133.253352,10.772226
812,133.380381,10.772226
813,133.50741,10.772226
814,133.634439,12.070084
815,133.761468,12.070084
816,133.888497,14.016872
817,134.015526,14.016872
818,134.142555,14.795587
819,134.269584,14.795587
820,134.396613,15.833874
821,134.523641,15.833874
822,134.65067,16.612589
823,134.777699,16.612589
824,134.904728,16.612589
825,135.031757,16.612589
826,135.158786,16.612589
827,135.285815,16.612589
828,135.412844,16.612589
829,135.539873,16.612589
830,135.666902,15.704088
831,135.793931,15.704088
832,135.92096,14.665801
833,136.047989,14.665801
834,136.175018,13.627515
835,136.302047,13.627515
836,136.429076,13.108371
837,136.556104,13.108371
838,136.683133,11.421155
839,136.810162,11.421155
840,136.937191,11.031798
841,137.06422,11.031798
842,137.572336,8.176509
843,137.699365,8.176509
844,137.826394,8.176509
845,137.953423,8.176509
846,138.080452,8.176509
847,138.207481,8.176509
848,138.33451,8.176509
849,138.461538,8.176509
850,138.588567,8.176509
851,138.715596,8.046723
852,138.842625,7.98183
853,138.969654,7.787151
854,139.096683,7.787151
855,139.223712,7.916937
856,139.350741,7.916937
857,139.47777,7.916937
858,139.604799,7.916937
859,139.731828,7.916937
860,139.858857,7.916937
861,139.985886,7.916937
862,140.112915,7.916937
863,140.239944,7.916937
864,140.366972,7.852044
865,140.494001,7.787151
866,140.62103,7.787151
867,140.748059,7.787151
868,140.875088,7.787151
869,141.002117,7.787151
870,141.129146,7.787151
871,141.256175,7.787151
872,141.383204,7.787151
873,141.510233,7.787151
874,141.637262,7.787151
875,141.764291,7.787151
876,141.89132,7.787151
877,151.41849,10.707333
878,151.545519,10.772226
879,151.672548,10.772226
880,151.799577,10.772226
881,151.926606,10.772226
882,152.053634,10.772226
883,152.180663,11.615834
884,152.307692,11.615834
885,152.434721,11.615834
886,152.56175,11.615834
887,152.688779,11.615834
888,152.815808,11.615834
889,152.942837,11.615834
890,153.069866,11.615834
891,153.196895,11.615834
892,153.323924,11.615834
893,153.450953,11.615834
894,153.577982,12.394549
895,153.705011,12.394549
896,153.83204,12.394549
897,153.959068,12.394549
898,154.086097,12.394549
899,154.213126,12.394549
900,154.340155,12.394549
901,154.467184,12.394549
902,154.594213,12.394549
903,154.721242,12.394549
904,154.848271,12.394549
905,154.9753,12.264763
906,155.102329,12.524335
907,155.229358,12.524335
908,155.356387,13.043478
909,155.483416,13.043478
910,155.610445,13.30305
911,155.737474,13.30305
912,155.864502,13.562622
913,155.991531,13.562622
914,156.11856,13.692408
915,156.245589,13.692408
916,156.372618,14.211551
917,156.499647,14.211551
918,156.626676,14.600909
919,156.753705,14.600909
920,156.880734,15.379624
921,157.007763,15.379624
922,157.134792,15.379624
923,157.261821,15.379624
924,157.38885,15.379624
925,157.515879,15.379624
926,157.642908,15.379624
927,157.769936,15.379624
928,157.896965,15.379624
929,158.023994,14.990266
930,158.151023,15.379624
931,158.278052,15.379624
932,158.405081,16.028553
933,158.53211,16.028553
934,158.659139,16.41791
935,158.786168,16.41791
936,158.913197,16.677482
937,159.040226,16.677482
938,159.167255,16.677482
939,159.294284,16.677482
940,159.421313,16.677482
941,159.548342,16.677482
942,159.675371,16.677482
943,159.802399,16.677482
944,159.929428,15.574302
945,160.056457,15.509409
946,160.183486,15.184945
947,160.310515,15.120052
948,160.437544,14.925373
949,160.564573,14.86048
950,160.691602,14.795587
951,160.818631,14.730694
952,160.94566,14.990266
953,161.072689,14.990266
954,161.199718,15.509409
955,161.326747,15.509409
956,161.453776,15.509409
957,161.580805,15.509409
958,161.707833,15.509409
959,161.834862,15.509409
960,161.961891,15.509409
961,162.08892,15.509409
962,162.215949,15.509409
963,162.342978,15.509409
964,162.470007,15.509409
965,162.597036,15.509409
966,162.724065,14.665801
967,162.851094,14.600909
968,162.978123,14.016872
969,163.105152,13.951979
970,163.232181,13.887086
971,163.35921,13.822193
972,163.486239,13.951979
973,163.613267,13.951979
974,163.740296,13.951979
975,163.867325,13.951979
976,163.994354,13.951979
977,164.121383,13.951979
978,164.248412,13.951979
979,164.375441,13.951979
980,164.50247,13.951979
981,164.629499,13.951979
982,164.756528,13.951979
983,164.883557,13.951979
984,165.010586,13.951979
985,165.137615,13.951979
986,165.264644,13.951979
987,165.391673,13.951979
988,165.518701,13.951979
989,165.64573,13.951979
990,165.772759,13.951979
991,165.899788,13.951979
992,166.026817,13.887086
993,166.153846,13.822193
994,166.661962,13.432836
995,166.788991,13.822193
996,166.91602,13.822193
997,167.043049,13.822193
998,167.170078,13.822193
999,167.297107,13.822193
1000,167.424135,13.822193
1001,167.551164,13.822193
1002,171.61609,16.677482
1003,171.743119,16.677482
1004,171.870148,16.677482
1005,171.997177,16.677482
1006,172.124206,16.677482
1007,172.251235,16.677482
1008,172.378264,16.677482
1009,172.505293,16.677482
1010,172.632322,15.249838
1011,172.759351,15.249838
1012,172.88638,14.730694
1013,173.013409,14.730694
1014,173.140438,14.211551
1015,173.267466,14.211551
1016,173.394495,13.951979
1017,173.521524,13.951979
1018,173.648553,12.913692
1019,173.775582,12.913692
1020,173.902611,12.134977
1021,174.02964,12.134977
1022,174.156669,12.005191
1023,174.283698,12.005191
1024,174.410727,11.74562
1025,174.537756,11.74562
1026,174.664785,11.09669
1027,174.791814,11.09669
1028,174.918843,10.837119
1029,175.045872,10.837119
1030,175.1729,10.837119
1031,175.299929,10.837119
1032,175.426958,10.837119
1033,175.553987,10.837119
1034,175.681016,10.837119
1035,175.808045,10.837119
1036,175.935074,11.615834
1037,176.062103,11.615834
1038,176.189132,11.615834
1039,176.316161,11.615834
1040,176.44319,11.615834
1041,176.570219,11.615834
1042,176.697248,11.615834
1043,176.824277,11.615834
1044,176.951306,11.615834
1045,177.078335,11.615834
1046,177.205363,11.486048
1047,177.332392,11.486048
1048,177.459421,11.486048
1049,177.58645,11.486048
1050,177.713479,12.005191
1051,177.840508,12.005191
1052,177.967537,12.264763
1053,178.094566,12.264763
1054,178.221595,12.264763
1055,178.348624,12.264763
1056,178.475653,12.264763
1057,178.602682,12.264763
1058,178.729711,12.264763
1059,178.85674,12.264763
1060,178.983769,12.264763
1061,179.110797,12.264763
1062,179.237826,12.005191
1063,179.364855,12.005191
1064,179.491884,11.875406
1065,179.618913,11.875406
1066,179.745942,12.005191
1067,179.872971,12.005191
1068,180.0,12.394549
1069,180.127029,12.394549
1070,180.254058,12.394549
1071,180.381087,12.394549
1072,180.508116,12.394549
1073,180.635145,12.394549
1074,180.762174,12.394549
1075,180.889203,12.394549
1076,181.016231,12.394549
1077,181.14326,12.394549
1078,181.270289,12.524335
1079,181.397318,12.524335
1080,181.524347,12.783907
1081,181.651376,12.783907
1082,181.778405,12.783907
1083,181.905434,12.783907
1084,182.032463,12.783907
1085,182.159492,12.783907
1086,182.286521,13.692408
1087,182.41355,13.692408
1088,182.540579,13.951979
1089,182.667608,13.951979
1090,182.794637,13.951979
1091,182.921665,13.951979
1092,183.048694,14.730694
1093,183.175723,14.730694
1094,183.302752,14.730694
1095,183.429781,14.730694
1096,183.55681,14.730694
1097,183.683839,14.730694
1098,183.810868,14.730694
1099,183.937897,14.730694
1100,184.064926,14.730694
1101,184.191955,14.730694
1102,184.318984,14.600909
1103,184.446013,14.600909
1104,184.573042,15.120052
1105,184.700071,15.120052
1106,184.8271,15.509409
1107,184.954128,15.509409
1108,185.081157,15.509409
1109,185.208186,15.509409
1110,185.335215,15.509409
1111,185.462244,15.509409
1112,185.589273,15.509409
1113,185.716302,15.509409
1114,185.843331,15.509409
1115,185.97036,15.509409
1116,186.097389,15.509409
1117,186.224418,15.509409
1118,186.351447,15.509409
1119,186.478476,15.509409
1120,186.605505,15.509409
1121,186.732534,15.509409
1122,186.859562,15.379624
1123,186.986591,15.379624
1124,187.11362,15.120052
1125,187.240649,15.120052
1126,187.367678,14.86048
1127,187.494707,14.86048
1128,187.621736,14.730694
1129,187.748765,14.730694
1130,187.875794,14.730694
1131,188.002823,14.730694
1132,188.129852,14.730694
1133,188.256881,14.730694
1134,188.38391,14.730694
1135,188.510939,14.730694
1136,188.637968,14.730694
1137,188.764996,14.730694
1138,188.892025,14.730694
1139,189.019054,14.730694
1140,189.146083,14.730694
1141,189.273112,14.730694
1142,189.400141,14.730694
1143,189.52717,14.730694
1144,189.654199,14.730694
1145,189.781228,14.730694
1146,189.908257,14.795587
1147,190.035286,14.86048
1148,190.162315,14.86048
1149,190.289344,14.86048
1150,190.416373,14.86048
1151,190.543402,14.86048
