time,bpm
0.0,139.00294
0.127029,139.00294
0.254058,139.00294
0.381087,139.00294
0.508116,139.00294
0.635145,139.00294
0.762174,138.917402
0.889203,138.917402
1.016231,137.719861
1.14326,137.719861
1.270289,137.719861
1.397318,137.719861
1.524347,137.719861
1.651376,137.719861
1.778405,137.634322
1.905434,137.634322
2.032463,134.383855
2.159492,134.383855
2.286521,134.383855
2.41355,134.383855
2.540579,134.383855
2.667608,134.383855
2.794637,136.864475
2.921665,136.864475
3.048694,137.035552
3.175723,137.035552
3.302752,137.035552
3.429781,137.035552
3.55681,138.40417
3.683839,138.40417
3.810868,138.40417
3.937897,138.40417
4.064926,138.40417
4.191955,138.40417
4.318984,138.40417
4.446013,138.40417
4.573042,138.318631
4.700071,138.318631
4.8271,129.208768
4.954128,129.208768
5.081157,129.208768
5.208186,129.208768
5.335215,129.208768
5.462244,129.208768
5.589273,129.208768
5.716302,129.208768
5.843331,129.208768
5.97036,129.208768
6.478476,128.096766
6.605505,129.123229
6.732534,129.123229
6.859562,129.123229
6.986591,129.123229
7.11362,129.123229
7.240649,129.123229
7.367678,129.123229
7.494707,129.123229
7.621736,129.03769
7.748765,129.03769
7.875794,129.03769
8.002823,129.03769
8.129852,131.133387
8.256881,131.133387
8.38391,131.133387
8.510939,131.133387
8.637968,131.133387
8.764996,131.133387
8.892025,131.133387
9.019054,131.133387
9.146083,131.047848
9.273112,131.047848
9.400141,130.96231
9.52717,130.96231
9.781228,129.208768
10.162315,131.817696
10.289344,131.817696
10.416373,131.817696
10.543402,131.817696
10.67043,131.817696
10.797459,131.817696
10.924488,133.870623
11.051517,133.870623
11.178546,134.383855
11.305575,134.383855
11.432604,134.383855
11.559633,134.383855
11.686662,134.383855
11.813691,134.383855
11.94072,134.383855
12.067749,134.383855
12.194778,136.180166
12.321807,136.180166
12.448836,136.180166
12.575865,136.180166
12.702893,136.180166
12.829922,136.180166
12.956951,136.180166
13.08398,136.180166
13.211009,134.383855
13.338038,134.383855
13.465067,134.383855
13.592096,134.383855
13.719125,134.383855
13.846154,134.383855
13.973183,134.383855
14.100212,134.383855
14.227241,133.614007
14.35427,133.614007
14.481299,133.614007
14.608327,133.614007
14.735356,132.416466
14.862385,132.416466
14.989414,132.416466
15.116443,132.416466
15.243472,134.127239
15.370501,134.127239
15.49753,136.950013
15.624559,136.950013
15.751588,136.950013
15.878617,136.950013
16.005646,136.950013
16.132675,136.950013
16.259704,136.950013
16.386733,136.950013
16.513761,136.950013
16.64079,136.950013
16.767819,136.950013
16.894848,136.950013
17.021877,129.208768
17.148906,128.738305
17.275935,134.383855
17.402964,134.383855
17.529993,134.383855
17.657022,134.383855
17.784051,134.383855
17.91108,134.383855
18.038109,134.383855
18.165138,134.383855
18.292167,134.383855
18.419195,134.383855
18.546224,133.699546
18.673253,133.699546
18.800282,133.699546
18.927311,133.699546
19.308398,133.357391
19.435427,133.357391
19.562456,133.44293
19.689485,133.44293
19.816514,133.44293
19.943543,133.44293
20.070572,133.44293
20.197601,133.44293
20.324629,134.383855
20.451658,134.383855
20.578687,134.383855
20.705716,134.383855
20.832745,137.634322
20.959774,137.634322
21.086803,138.917402
21.213832,138.917402
21.340861,139.00294
21.46789,139.00294
21.594919,139.00294
21.721948,139.00294
21.848977,139.00294
21.976006,139.00294
22.103035,139.00294
22.230064,139.00294
22.357092,138.831863
22.484121,138.831863
22.61115,141.569099
22.738179,141.569099
22.865208,141.740176
22.992237,141.740176
23.119266,141.740176
23.246295,141.740176
23.373324,141.740176
23.500353,141.740176
23.627382,141.740176
23.754411,141.740176
23.88144,139.302326
24.008469,139.302326
24.135498,138.746325
24.262526,138.746325
24.389555,138.660786
24.516584,138.660786
24.643613,137.634322
24.770642,137.634322
24.897671,137.634322
25.0247,137.634322
25.151729,139.259556
25.278758,139.259556
25.405787,139.302326
25.532816,139.302326
25.659845,139.302326
25.786874,139.302326
25.913903,139.302326
26.040932,139.302326
26.16796,139.302326
26.294989,139.302326
26.422018,138.489709
26.549047,138.489709
26.676076,138.917402
26.803105,138.917402
26.930134,138.917402
27.057163,138.917402
27.184192,138.917402
27.311221,138.917402
27.43825,138.917402
27.565279,138.917402
29.216655,138.660786
29.343684,138.660786
29.470713,138.660786
29.597742,138.660786
29.724771,138.660786
29.8518,138.660786
29.978829,138.660786
30.105857,138.660786
30.232886,140.970329
30.359915,140.970329
30.486944,140.970329
30.613973,140.970329
30.741002,140.970329
30.868031,140.970329
30.99506,140.970329
31.122089,140.970329
31.249118,140.970329
31.376147,140.970329
31.757234,139.302326
31.884263,139.302326
32.011291,139.302326
32.13832,139.302326
32.265349,139.302326
32.392378,139.302326
32.519407,139.302326
32.646436,139.302326
33.535639,143.536488
33.662668,143.536488
33.789697,143.536488
33.916725,143.536488
34.043754,143.536488
34.170783,143.536488
34.297812,143.536488
34.424841,143.536488
34.55187,143.536488
34.678899,143.536488
34.805928,141.996792
34.932957,141.996792
35.059986,144.049719
35.187015,144.049719
35.314044,144.349105
35.441073,144.349105
35.568102,144.349105
35.695131,144.349105
35.822159,144.349105
35.949188,144.349105
36.076217,144.349105
36.203246,144.349105
36.330275,144.349105
36.457304,144.349105
36.584333,144.349105
36.711362,144.349105
36.838391,144.349105
36.96542,144.349105
37.092449,144.349105
37.219478,144.349105
37.346507,144.349105
37.473536,144.349105
37.600565,144.349105
37.727594,144.349105
37.854622,144.049719
37.981651,144.049719
38.10868,144.049719
38.235709,144.049719
38.362738,144.049719
38.489767,144.049719
38.616796,143.194333
38.743825,143.194333
38.870854,143.194333
38.997883,143.194333
39.124912,141.483561
39.251941,141.483561
39.37897,139.00294
39.505999,139.00294
39.633028,139.00294
39.760056,139.00294
39.887085,138.917402
40.014114,138.917402
40.141143,134.127239
40.268172,134.127239
40.395201,134.127239
40.52223,134.127239
40.649259,134.127239
40.776288,134.127239
40.903317,133.614007
41.030346,133.614007
41.157375,133.614007
41.284404,133.614007
41.411433,132.587543
41.538462,132.587543
45.857445,139.302326
45.984474,139.302326
46.111503,139.302326
46.238532,139.302326
46.365561,139.302326
46.49259,139.302326
46.619619,139.302326
46.746648,139.302326
46.873677,139.302326
47.000706,139.302326
47.127735,139.302326
47.254764,139.302326
47.381793,139.302326
48.525053,142.253408
48.652082,142.253408
48.779111,142.253408
48.90614,142.253408
49.033169,142.253408
49.160198,142.253408
49.287227,142.253408
49.414255,142.253408
49.541284,142.338947
49.668313,142.338947
49.795342,143.279872
49.922371,143.279872
50.0494,143.279872
50.176429,143.279872
50.303458,143.279872
50.430487,143.279872
50.557516,143.279872
50.684545,143.279872
50.811574,143.279872
50.938603,143.279872
51.065632,143.279872
51.192661,143.279872
51.319689,142.253408
51.446718,142.253408
51.573747,142.253408
51.700776,142.253408
51.827805,142.253408
51.954834,142.253408
52.081863,142.253408
52.208892,142.253408
52.335921,142.16787
52.46295,142.16787
52.589979,139.302326
52.717008,139.302326
52.844037,139.302326
52.971066,139.302326
53.098095,139.302326
53.225124,139.302326
53.352152,139.302326
53.479181,139.302326
53.60621,139.302326
53.733239,139.302326
53.860268,139.302326
53.987297,139.302326
54.114326,139.302326
54.241355,139.302326
54.368384,139.00294
54.495413,139.00294
54.622442,139.00294
54.749471,139.00294
54.8765,138.917402
55.003529,138.917402
55.130558,138.831863
55.257586,138.831863
55.384615,138.233093
55.511644,138.233093
55.638673,138.233093
55.765702,138.233093
55.892731,138.233093
56.01976,138.233093
56.146789,138.233093
56.273818,138.233093
56.400847,138.233093
56.527876,138.233093
